BOHLAND J,-3071.360894,-409.047107,-55.344319,14
RIORDAN O,2252.277216,1336.454566,-2795.015355,16
BOLLOBAS B,1905.359383,1296.988565,-3275.172311,16
SPENCER J,1947.796725,1230.134451,-3334.499834,16
TUSNADY G,2073.516888,1219.795209,-3306.216155,16
LILLO F,-466.24205,-905.865698,664.564744,15
BONANNO G,-579.591254,-940.420973,955.902369,15
MANTEGNA R,-586.591254,-817.420973,955.281794,16
GOMEZ I,2471.804495,948.651108,633.146857,14
BORDENS M,2981.627939,1091.372304,650.121297,14
EVERETT M,4212.627939,-1100.627696,2895.512471,14
BORGATTI S,3923.691454,-1051.002102,3079.991229,18
FOSTER P,3863.691454,-1054.002102,3037.032611,14
KOPELL N,4183.796846,-1234.383044,-716.438121,17
BORGERS C,4419.89086,-1460.207138,-1248.114567,14
EBEL H,-429.521687,3397.939459,-4209.043731,16
BORNHOLDT S,-368.938877,3464.150421,-3936.008027,18
ROHLF T,-349.938877,3389.150421,-3906.966645,14
SCHUSTER H,-519.938877,3466.150421,-4017.805024,16
DONG H,587.450696,408.37244,-2864.316658,15
BOTA M,729.254098,428.692137,-2775.64475,15
SWANSON L,737.291339,427.646376,-2852.318842,15
MENDOZA C,461.291339,2356.646376,-1155.100061,16
HENTSCHEL H,444.577968,2116.164616,-681.313567,19
BOORMAN S,-2338.861688,4508.163031,-560.482409,16
BREIGER R,-2439.883091,4207.173962,-717.627525,16
ARABIE P,-2332.116909,4693.826038,-1018.372139,15
PAGE L,-1013.116909,1797.826038,-2098.373573,16
BRIN S,-889.0723,1805.447253,-1904.096405,16
HAMMERSLEY J,858.466649,-177.537257,-1187.390995,14
BROADBENT S,942.785972,-235.550668,-1349.14102,14
KUMAR R,-108.14574,-1025.875336,-1838.175687,20
BRODER A,-253.060291,-1346.345441,-1814.035796,19
MAGHOUL F,-512.939709,-1041.654559,-2074.964204,19
RAGHAVAN P,-458.73143,-867.21759,-1781.184352,22
RAJAGOPALAN S,-189.669618,-1334.656672,-1390.436734,22
STATA R,-236.060291,-1495.345441,-1771.047881,19
TOMKINS A,-255.623849,-1276.015949,-1483.898809,22
WIENER J,-521.939709,-882.654559,-2108.616608,19
CLAFFY K,-2287.73143,-322.21759,-916.268733,14
BROIDA A,-2268.534093,-364.889523,-514.579389,14
COULL J,2574.129896,-3528.701205,-993.103603,15
BUCHEL C,3039.486161,-3678.39298,-1276.651918,15
FRISTON K,3074.391396,-3710.926323,-1336.039718,17
FORTUNA L,-2520.608604,366.073677,3731.782853,20
BUCOLO M,-2920.765823,681.098916,3613.076327,15
LAROSA M,-2843.765823,621.098916,3707.725985,20
GAUTRAIS J,51.11022,-77.939316,-164.887698,18
BUHL J,7.653466,323.228807,-312.052177,18
SOLE R,-182.306381,-186.188546,-161.659475,27
KUNTZ P,50.756517,303.500073,-368.685643,19
VALVERDE S,-166.400132,348.459791,-260.675992,20
DENEUBOURG J,91.02334,474.214856,-325.801349,18
THERAULAZ G,80.696008,420.328606,-381.761475,18
CORREIA J,1681.437233,-1588.97593,-2800.635207,15
BURDA Z,1850.662669,-1934.523315,-3069.237812,16
KRZYWICKI A,1893.795014,-1895.084255,-3061.803583,16
JURKIEWICZ J,1871.23821,-1845.857223,-3019.093441,15
CASSI D,3466.23821,-2467.857223,-837.092342,15
BURIONI R,3482.566219,-2457.013542,-753.722157,15
VEZZANI A,3478.566219,-2515.013542,-757.101246,15
YOUNG M,916.14037,205.829866,-5949.799839,29
BURNS G,736.244756,191.768782,-6026.828168,20
CHROBAK J,-2091.993741,-2326.895253,-204.924617,14
BUZSAKI G,-2219.325848,-2082.581288,-282.554154,16
GEISLER C,-2262.325848,-2050.581288,-334.162713,16
HENZE D,-2261.325848,-1996.581288,-283.540435,16
WANG X,-2182.325848,-2080.581288,-207.945594,17
CALDARELLI G,-1174.325848,938.418712,737.314647,23
DELOSRIOS P,-1225.399276,676.779609,1299.595982,17
MUNOZ M,-1487.60741,859.60026,1353.286649,19
COCCETTI F,-1270.159194,652.262951,1187.721463,15
CALLAWAY D,-20.60741,-518.39974,60.490768,17
HOPCROFT J,-116.409527,-488.437082,44.101059,16
KLEINBERG J,-326.405365,-839.638912,-711.249315,20
STROGATZ S,-120.393254,-133.072156,276.440039,20
WATTS D,-9.771504,-334.042865,299.526609,19
CAMACHO J,-598.506519,-619.659719,579.969821,15
REECE J,1280.583684,1271.114721,550.952863,14
CAMPBELL N,996.87814,1223.619192,899.47429,14
WANG D,1060.87814,-500.380808,-2424.741683,16
CAMPBELL S,1230.372796,-301.047821,-2983.366531,15
JAYAPRAKASH C,1133.732573,-364.726403,-3019.106439,15
SERVEDIO V,-1014.267427,1186.273597,854.315925,18
COLAIORI F,-919.39259,1284.39974,1208.280123,16
DOYLE J,3781.60741,145.39974,10.671342,15
CARLSON J,3612.724304,-181.518979,-202.815431,14
LYNCH V,-122.872019,-3252.049235,1623.345966,16
CARRERAS B,-23.470321,-3468.464348,1990.029738,18
DOBSON I,70.529679,-3438.464348,2038.86653,16
NEWMAN D,-28.470321,-3494.464348,2069.988356,17
DOLROU I,-103.470321,-3404.464348,2055.86653,16
POOLE A,-132.470321,-3469.464348,2025.86653,16
LATORA V,-1677.470321,-136.464348,3122.569533,25
CARUSO F,-1596.254184,240.13606,3174.451123,16
RAPISARDA A,-1817.258103,-243.153992,3266.888566,18
TADIC B,-1347.254184,171.13606,3415.681469,17
CASTELLANO C,-1317.04915,610.476729,161.821851,18
VILONE D,-945.696001,690.916904,-159.430701,15
COATES T,-1841.025215,2500.97919,-925.601337,16
CATANIA J,-1671.479564,2924.148325,-1157.410669,16
KEGELS S,-1652.479564,2924.148325,-1240.410669,16
FULLILOVE M,-1670.178575,2981.795414,-1206.403065,16
ZHANG Y,-3011.479564,2367.148325,-5054.589807,18
CHALLET D,-3126.179993,1880.914395,-4668.563934,14
HUGHES B,2720.32932,-1737.113609,-739.843869,16
CHAN D,2785.801647,-1706.729622,-1021.825689,16
LEONG A,2891.127522,-1280.757754,-698.978385,16
REED W,2853.127522,-1220.757754,-692.61248,16
PIKOVSKY A,1166.801647,2903.270378,-1694.579779,21
CHATE H,1152.381203,3077.365653,-950.178147,16
RUDZICK O,1131.129344,3141.468734,-1026.569824,15
CHAVEZ M,400.129344,1985.468734,-680.798919,16
HWANG D,375.637418,1862.398655,-593.489283,18
AMANN A,496.637418,1991.398655,-647.906885,16
CHANG H,2744.637418,-3990.601345,5197.125036,17
CHEN Q,2880.011409,-4049.359181,4922.696041,17
GOVINDAN R,2316.988591,-4247.640819,4955.544438,18
JAMIN S,2855.011409,-4166.359181,4867.856685,17
SHENKER S,2275.988591,-4261.640819,5112.143315,17
WILLINGER W,2446.988591,-4280.640819,5068.143315,17
RANGARAJAN G,-3318.988591,3156.640819,1476.03564,15
CHEN Y,-3619.882161,3191.384701,1802.633145,15
DING M,-3648.648246,3155.233982,1802.637118,15
CHANGIZI M,-2382.713807,-2831.111563,2002.020164,16
CHERNIAK C,-2091.201634,-2737.178502,2001.51339,16
KANG D,-2033.898736,-2737.661257,1939.612252,15
MOKHTARZADA Z,-2210.789492,-2694.0617,1939.261783,16
RODRIGUEZESTEBAN R,-2173.028286,-2743.707939,2025.728064,16
CHKLOVSKII D,1148.460542,-5240.229928,1661.493605,23
KOULAKOV A,1334.597046,-5111.341808,1569.164364,14
MEL B,1071.402954,-4737.658192,1916.605289,15
SVOBODA K,1266.597046,-5055.341808,1528.772702,15
HYMAN J,-1843.597046,937.341808,-1417.086972,15
CHOWELL G,-1948.981809,787.162382,-1763.630772,15
EUBANK S,-1993.54112,786.098595,-1721.883259,15
VU V,-1331.501437,169.74184,-2653.023066,15
CLAUSET A,413.098388,-251.851098,601.570274,15
MOORE C,-10.771276,-328.638571,527.001591,18
BRIAND F,1902.47662,-2851.303163,-1164.968246,15
COHEN J,2348.626541,-2500.419609,-1289.56276,15
NEWMAN C,2316.763048,-2433.641472,-1232.359485,15
COHEN R,-310.362669,2072.175588,3688.085263,18
BENAVRAHAM D,-715.328785,1798.426968,3898.221566,18
HAVLIN S,-750.560935,1845.567884,3915.634639,20
EREZ K,-757.560935,1922.567884,4002.053218,16
HEITHAUS M,-252.560935,4115.567884,1380.285884,15
CONNOR R,85.558302,4411.024959,1069.203348,15
BARRE L,106.558302,4446.024959,1110.825357,15
KADANOFF L,-1783.302821,-1037.557992,-3426.247631,15
COPPERSMITH S,-1757.911864,-1439.64515,-2990.771961,15
ZHANG Z,-2057.224681,-1443.992471,-3362.698065,15
HAUGHTON V,2692.775319,-4093.992471,-4137.669744,19
CORDES D,2717.354694,-4206.98077,-3856.309548,19
ARFANAKIS K,3021.800685,-3771.773889,-3910.658364,19
CAREW J,2709.386017,-4073.792356,-3755.767518,19
TURSKI P,3031.788353,-3707.743809,-3786.021625,19
MORITZ C,3027.873905,-3900.334624,-3920.751587,19
QUIGLEY M,2523.24227,-4075.837236,-3884.29052,19
MEYERAND M,2662.199315,-3895.226111,-3989.665732,19
KUHN T,-4620.354694,1996.98077,1230.199624,16
CORMAN S,-5127.746301,1910.106239,1372.396665,16
MCPHEE R,-5050.746301,1888.106239,1387.385496,16
DOOLEY K,-5041.381682,1959.01515,1297.899411,16
LEISERSON C,-1749.746301,-3597.893761,3827.398862,16
CORMEN T,-1549.611105,-3538.390989,3421.716613,16
RIVEST R,-1666.778728,-3518.683168,3471.222103,16
STEIN C,-1658.933372,-3561.447438,3469.307341,16
COSENZA S,-2656.778728,530.316832,3596.033627,18
CRUCITTI P,-1940.88978,-20.939316,3413.462232,23
FRASCA M,-2624.254184,730.13606,3781.898632,19
STAGNI C,-2614.11022,691.939316,3552.886523,18
USAI L,-2725.765823,512.098916,3550.523592,18
COULUMB S,420.11022,-125.939316,-338.832583,14
FLORES J,2030.754665,-4707.729683,-1320.721173,16
CRIADO R,1718.594246,-4785.506575,-1271.569984,17
HERNANDEZBERMEJO B,1715.594246,-4834.506575,-1340.569984,17
PELLO J,1771.594246,-4912.506575,-1231.961708,16
ROMANCE M,1677.594246,-4868.506575,-1278.569984,17
GARCIADELAMO A,1646.594246,-4764.506575,-1328.35337,16
KOCH C,-1250.405754,3376.493425,-3949.784035,19
CRICK F,-1013.540576,3524.063502,-4296.570444,14
MARCHIORI M,-1846.459424,-90.063502,3210.717173,20
PORTA S,-1819.254184,468.13606,3035.842846,15
SZENDROI B,-1685.254184,82.13606,-1335.763294,14
CSANYI G,-1710.62368,-326.971773,-1504.154007,14
CSETE M,3671.37632,-251.971773,-234.153206,14
BESTAVROS A,4288.421303,1627.30288,515.14714,15
CUNHA C,4155.306501,1608.307681,900.999691,15
CROVELLA M,4214.314626,1629.289777,928.195882,15
DOOB M,-4114.685374,-730.710223,-339.804118,15
CVETKOVIC D,-4144.153223,-522.493213,-737.150788,15
SACHS H,-4130.153223,-572.493213,-765.138795,15
DAFONTOURACOSTA L,-183.945831,406.697273,577.797418,16
DIAMBRA L,-224.564539,400.253931,615.364927,14
GANI J,618.210102,918.519691,-599.894261,14
DALEY D,1121.173243,991.843575,-628.819316,15
KENDALL D,1181.415474,746.2851,-530.181877,14
CHRISTENSEN M,676.415474,-485.7149,-21.778153,14
DALL J,342.477966,-486.776095,269.604955,14
DAVIDSEN J,-672.522034,3439.223905,-3669.704535,15
GARDNER B,3433.061123,2515.150421,274.411178,15
DAVIS A,3115.143603,2600.916763,-50.478678,15
GARDNER M,3088.143603,2612.916763,-104.478678,15
DAVIS G,2644.143603,-551.083237,562.130163,16
GREVE H,2582.951756,-902.516625,967.60005,14
YOO M,2698.886256,-884.081934,1006.35573,15
HERRMANN H,-206.727547,-783.081466,870.095518,18
DEARCANGELIS L,-268.954931,-1182.618784,984.980667,14
GROSSMAN J,30.369455,336.530881,-904.976868,15
DECASTRO R,298.848514,735.135406,-613.247253,14
NEAU D,-3988.151486,1237.135406,-1367.784851,16
DEFFUANT G,-4096.672665,1243.163382,-1328.616381,16
AMBLARD F,-4095.968811,1179.69001,-1255.36299,16
WEISBUCH G,-3982.919885,1149.106939,-1325.053413,16
DEFRAYSSEIX H,-113.968811,136.69001,-316.522933,14
MEDEIROSSOARES M,1025.399514,4652.845784,-5987.068184,19
DELIMAESILVA D,1410.542022,4385.833671,-5878.878928,19
HENRIQUES M,1276.787613,4283.90099,-5784.843672,19
SCHIVANIALVES M,779.787231,4284.749725,-6208.535915,19
DEAGUILAR S,910.341447,4377.143692,-6306.99461,19
DECARVALHO T,872.457978,4222.166329,-6356.130837,19
CORSO G,998.787231,4247.749725,-6141.54568,19
LUCENA L,1383.212769,4496.250275,-5739.464085,19
BOTTACCIO M,-1457.578767,1174.919728,914.683611,16
DELUCIA M,-1675.153804,826.03339,740.120416,16
MONTUORI M,-1714.153804,771.03339,718.132684,16
PIETRONERO L,-1537.153804,756.03339,859.91604,17
DEMENEZES M,-562.153804,1059.03339,3276.121576,16
MOUKARZEL C,-715.100153,1390.277761,3372.407995,15
PENNA T,-303.609853,1571.280466,2966.776077,15
GREENE D,128.390147,5969.280466,-1600.617904,16
DEMERS A,35.226052,6063.046772,-1439.186538,16
HAUSER C,11.521251,6030.243138,-1345.1897,16
IRISH W,82.809471,6011.088549,-1320.711557,16
LARSON J,122.226052,6097.046772,-1409.175186,16
MOTTER A,1769.869154,2843.857651,-1488.023458,20
DEMOURA A,1571.028339,2296.877336,-1439.024932,16
GREBOGI C,1526.028339,2237.877336,-1424.808318,15
FLYVBJERG H,1619.028339,-1958.122664,2358.789338,14
DERRIDA B,1985.36027,-1858.726546,2517.876858,16
GARDNER E,2004.36027,-1856.726546,2586.109524,15
ZIPPELIUS A,1964.36027,-1802.726546,2578.501004,16
BREBAN R,4178.36027,-252.726546,4920.881497,16
DESHAZER D,4119.08791,-345.110483,4858.862882,16
OTT E,4004.08791,-432.110483,4875.438809,19
ROY R,4244.08791,-220.110483,4920.222257,20
MARDER E,1660.08791,1556.889517,538.47833,14
DESTEXHE A,1580.858087,1831.349879,90.056059,14
DEZSO Z,-300.372995,1073.532747,2870.101841,14
HEESTERBEEK J,2537.872602,1350.106873,658.849096,14
DIEKMANN O,2171.072933,1319.536,1089.035378,14
DOBRIN R,-487.927067,1138.536,3785.820962,16
BEG Q,-409.011665,1281.224428,3736.371662,16
DODDS P,89.90394,-32.370451,382.773036,17
MUHAMAD R,506.305461,-31.144465,7.585053,15
ROTHMAN D,483.49101,121.666375,-18.581861,14
SABEL C,393.003624,92.130903,-100.439595,15
HERRMANN J,-1738.996376,-2810.869097,4398.869624,15
DODEL S,-1902.855943,-2751.638995,4524.237881,15
GEISEL T,-1931.855943,-2728.638995,4624.680508,18
HOFFMAN A,1365.144057,1363.361005,251.631329,14
DONATH W,1166.170048,994.961342,534.297758,14
DONETTI L,-1552.829952,1079.961342,1487.297224,14
DOROGOVTSEV S,-811.840806,487.737049,-413.897138,17
GOLTSEV A,-1058.450397,1.200838,-288.341963,15
MENDES J,-915.549603,490.799162,-574.036928,16
SAMUKHIN A,-933.549603,440.799162,-558.645494,15
GU J,-218.450397,-1331.799162,-171.74594,14
DU D,-76.010974,-1257.9274,-545.343201,14
DUNNE J,-390.010974,1079.0726,2869.501891,16
WILLIAMS R,-165.505158,1322.405299,2894.299988,16
MARTINEZ N,-221.505158,1388.405299,2853.936951,16
KEELING M,-911.505158,2050.405299,-128.524772,14
EAMES K,-1208.990072,2145.753377,276.387122,14
MIELSCH L,-580.990072,3629.753377,-3728.220631,15
GOMEZGARDENES J,-254.938877,612.150421,-146.793153,16
ECHENIQUE P,-556.927017,495.068295,-483.10049,16
MORENO Y,-483.927017,551.068295,-428.301524,24
VAZQUEZ A,-544.16949,554.01056,265.707339,23
MOSES E,-1623.16949,-943.98944,196.084135,14
ECKMANN J,-1969.541286,-1062.993352,-157.304527,14
ROUSSEAU R,1386.812633,2348.76845,742.234194,14
EGGHE L,1100.707472,2325.268723,946.44894,14
EGUILUZ V,1305.707472,1533.268723,-4983.804753,20
CHIALVO D,1277.351422,979.513153,-5774.47397,19
CECCHI G,1281.869105,1341.378077,-5546.380712,17
